recommendationid,appid,input_text,positive_topics,negative_topics,labels
20072436,379548,Having lived in the Chicago area and being into flying and flight sim I was very dissappointed by the removal of Meigs field both in real life and the flightsim versions. The good new is they have put it back atleast in the sim world and the result is really well done. They not only have done the airport but also the fountain and pavilions which have been missing from every other attempt at the field. makes for a very realistic experience thank you to all involved. Now if they would just put the real one back it would be nice.,"[""graphics""]","[""content""]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
45181060,905060,"This is very simply, not an enjoyable game. I don't know if it's an asset-flip, an incomplete game by a game design student, etc - what I do know is it sure wasn't worth my money.",[],"[""value"", ""gameplay""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
12937634,35091,Its a good game BUY IT!!!!!!!!,"[""value"", ""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75399786,888130,Great game. Love the sandbox and the campaign. Being able to airlock grandpa is hilarious. Its one of the few games where I don't turn of the music. Its also really nice to see how dedicated the developers are to improving the game and talking to the players.,"[""gameplay"", ""audio"", ""updates_support""]",[],"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93333084,382410,"Just a small map pack, no campaign like ""A Game of Winter""",[],"[""content""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
196573798,2790320,This game cured my depression and ED,"[""other""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
50020225,943680,"I really like the idea of this game but it's too hard. It takes forever to save up money because of weekly/monthly bills and then it can disappear instantly from a surprise bill. If the bills were less even slightly, it would be a lot easier to continue playing this game. I feel like I've gotten no where in the 8 hours I played.","[""content""]","[""difficulty_balance""]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202468418,1262600,game sucks. runs like butt. online stability makes it unplayable,[],"[""performance"", ""network_server""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
54642305,733690,"This game is short but i really enjoyed it. sure its wonky. I was never a big fan of horror games up until I bought my Vive. I got a bunch of horror games because there just wasn't that many VR things to experience. WOW! did I get sucked in to horror games and experiences. Sure most of them are super short. If I can make it through with no crashes I'm willing to overlook alot. This game is short but it scared me a few times. It's really creepy. Price is high at 6 bucks for 20 minutes or so but I feel like I got my money's worth. Sure it's not long & the graphics aren't eye popping & also the controls are a little weird but I really enjoyed myself. Just keep expectations low & you might be surprised at this one. I've definitely seen a lot worse. LOL, I know it isn't the best recommendation but it scared me, its creepy and game didnt crash & its only 6 bucks","[""bugs"", ""gameplay"", ""value""]","[""content"", ""controls"", ""graphics"", ""performance""]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
201107486,2649780,game nya bagus tapi cara ayam hitam nya gimana selesaiin nya,[],"[""controls""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202942784,1874170,Xxxxx,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201513050,1622100,"Took me a while to get into it, mainly due to the new genre introduction. However, thanks to the accessibility options, and a small mod (BrighterDreams), I managed to get through - and I'm so glad I did. Another phenomenal story to explore with a lot of fun puzzles to try and solve!","[""accessibility"", ""story"", ""gameplay""]",[],"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124388436,2145490,"Casual puzzler that builds on Lit Up foundations. 5 or 6 harder levels but nothing unsolvable. This game features colorblind mode and that is always a big plus. For the asking price you can't go wrong, especially if you like casual puzzles with few twists.","[""gameplay"", ""accessibility"", ""value""]",[],"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30131602,216150,"DO NOT PLAY THIS GAME IF YOU DO NOT LIKE DOING REPTITIVE THINGS, LAG, UNSTABLE SERVERS, CRASHING OF THE GAME 30% OF THE TIME, MISJUDGEMENT OF GAME MASTERS. The reason I have only 0.1 hours is because I use the game launcher. The game has lost so much ever since I came back to it. I remember back in the days when party questing was live, I was always looking forward to party questing with other people but now they took the fun out of it. In party quest areas, you may find like 1 or 2 peeps, that is not enough to get you into one, and they may be 80% be afk They may try to attract you to the game by putting up events but it really is not worth it. Try another game. Plus Game Masters look investigater and suspend/ban legit players who report real hackers and let the hackers roam while they put the legit players on the ground for a month. It is just absurd, they are taking the very incentive that makes us report hackers, to get them banned. The community is pretty much dead as well. If you are looking to play, don't, you will just be wasting your time as have I. -I got banned for no reason. I was not using any illegal programs nor was I violating any policy. I have been playing all day and suiciding on purpose to not over level so I could play with someone while I look for some equipments. I am greatly disatisfied with this suspension as there are real hackers that I see on the server and I am always reporting them when I see them, but instead, I am the one that gets falsely accused by the program. This is unfair not just to me but the whole community as well. People who do not use illegal programs, such as myself, getting banned while the real ones stay botting or w.e., this is to be not treaded lightly. Their customer service is not implemented well, when asked to provide information on why I was banned, all I got was ""I understand that this is very upsetting, but any evidence obtained by Nexon is proprietary and we will not be able to release that information."" and they would change the subject towards abiding the Terms of Services before playing the game. These gamemasters would keep saying that they had checked their evidence and would pass judgement on me by banning me but when they are asked to provide the evidence, they would avoid it (I believe they randomly ban people, that is why they do not hand out proof on why people get banned). Every response mentioned insisted that I should have read the Terms of Services and that I should commit to the agreement before I play. As to my knowledge, I have never broken any of those rules, I have gone through the list that they gave me multiple times and still unable to acknowledge the ban because I have never broke any of thoe terms and conducts they have provided. In addition, my time and effort put into leveling up my characters as fast as possible is labeled as leveling exploit (I was leveling so fast because I was strong and using the 1.5x/2x they gave us and the buffs that came with the event). I basically got banned for leveling up too fast, and when I tried to appeal, they ignored my requests and gave me no proof; I bet they did not want to admit that they banned the wrong person. In conclusion, I realized that they do not give a rat's ass about what we have to say. If these Gamemasters were judges, I am pretty sure they would pass the wrong judgements upon people such as letting the bad ones stay in society; meanwhile, caging the good ones in jail. If you are looking into this game, keep in mind that you have no voice in what-so-ever.",[],"[""performance"", ""bugs"", ""network_server"", ""monetization"", ""updates_support"", ""multiplayer"", ""ui_ux""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0]"
61503191,1049670,Fun little game. Very simplistic but i got it on sale just for the sake of trying something new and my curiousity was satisfied.,"[""gameplay"", ""value""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203136018,233270,"Classic over the top fun! All things got better names than IKEA furniture, humor that is flatter than my *****, simple gameplay loop and many explosions. A real endorphin rush [hr][/hr] Review Most important things said at the top. In my opinion the best Far Cry DLC/Spin Off. Don't expect to much, its a short little game with excessive everything, but when you just want to shoot some things while hearing the best jokes the 80 got to give, this will do fine. Think my love for Synthwave even came from this game.. Played it back then when released on the Ubi launcher and now on Steam to finish the 100%. Cons A real simple gameplay loop. Like in the original Far Cry 3 but shorter. Doesn't have to bad, but really fast getting repetitive, especially after playing the original. If you are after achievements, from time to time the sync from Ubi to Steam may not work. Normally you just wait and hope its working again. Since the online services were shut down, you have to wait for the game to timeout on server requests when starting and occasionally when opening the menu. When you have a little bit of patience left, nothing to really worry about but really Ubisoft, couldn't you just patch out the online functions when shutting down the servers? When started playing the Steam version now in mid 2025, it seemed to have some freezes now and then. Didn't happened too often but don't remember the game did this before Steam. When you don't like the CRT filter, you will have a bad time since you can't deactivate it (as far as i know). But you gotta admit that this has to be in the game. Fits the setting and lets you forget about the old graphics. So if you're not bothered by these things, this is a must play. Maybe wait for a discount, it gets discounted very often by 75%. [hr][/hr] Tech PC: i9900K, RTX 2060 Super and 32GB Memory Windows: worked good, occasionally freezes, but not often. Read it from others too, so i think its more game related CachyOS: worked perfect OOTB","[""gameplay"", ""audio""]","[""performance"", ""ui_ux"", ""network_server""]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]"
53728731,676440,"I can't believe how good this game is. Its like enter the gungeon but with trash instead. Tons of unlockable characters, bosses, mini bosses, unlockable skins, and different environment. Tons of weapons too. best .49 cents I ever spent. Only downside is that controller support seems to be limited so hopefully this gets added eventually.","[""content"", ""value"", ""gameplay""]","[""controls""]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98638933,1723660,tes ris,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
110546862,1094960,"Very cool game that I just picked up. Probably going to be one of my favourite VR dungeon crawlers for a while. Though it lacks some of the polish that VR dungeon knight and similar games, the RPG system is what I'm really here for. There are some small issues that pop up here and there, but I wouldn't call them game-breaking. Losing your one weapon sucks, because you have to attempt the rest of the crawl with only the spells you have on you. Also the ""lie"" for the sword is awkward, for the Vive controller, at least.","[""gameplay"", ""replayability""]","[""controls"", ""bugs""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202090308,1796410,Played this game on nintendo switch.. Its very unique and fun!,"[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203068861,3480,Can be pretty fun,"[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201831168,2475490,The game is absolutely brilliant. It’s just a shame it’s rather short.. Curly really gives me the vibe of Eva from Evangelion. Definitely worth a look.,"[""gameplay"", ""story""]","[""content""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201808763,322210,"I was really surprised at how good this game was. It reminded me of good ol’ Metal Slug. The boss battles can get a little frustrating, but overall it was a lot of fun to play. If you want to learn about the true history of the Italian American… this is the game for you!","[""gameplay"", ""story"", ""value""]","[""difficulty_balance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
196259876,1800340,Trash fucking shit game,[],"[""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
201571826,2343900,"One of the most terrible games I have ever played, absolutely kids project in programming.",[],"[""other"", ""performance"", ""bugs""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
157591341,1677120,free DLC?? take my money <3,"[""content"", ""monetization"", ""value""]",[],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
51571090,454750,"Nice game with some trippy background transitions, the soundtrack alone is worth the price of admission if you like chiptune. Edit: This review used to link to the soundtrack on bandcamp, but it doesn't seem to be there anymore as of the time of update. Fortunately, the soundtrack is free through steam under the games dlc section.","[""audio"", ""monetization"", ""value""]",[],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
